state,clim_zone,compl_year,proj_type,ibc_type,park_type,gfa_w_park_imp,gfa_ext_imp,gfa_park_imp,prim_bldg_use,gfa_prim_imp,sec_bldg_use,gfa_sec_imp,occupancy,res_units,bldg_height,therm_env_area,wwr,r_value_walls,r_value_roofs,certifications,seis_site_cls,sdc,wind_speed,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,podium,str_sec_horiz_sys,str_sec_vert_sys,col_grid_long,col_grid_short,fdn_type,design_phase,purp_of_assessment,ec_reductions,ec_reduction_percent,ec_redux_bldg_reuse,ec_redux_mat_reuse,ec_redux_alt_str_sys,ec_redux_str_bio_mat,ec_redux_nonstr_bio_mat,ec_redux_str_optimize,ec_redux_concrete_optimize,ec_redux_ext_env_optimize,ec_redux_int_fin_optimize,gfa_without_park_imp,gfa_w_park_m,gfa_without_park_m,gfa_prim_m,gfa_sec_m,gfa_park_ratio,stories_above_grade_bins,stories_below_grade_bins,gfa_w_park_imp_bins,software_version_bins,physical_scope_bins,structural_material_bins,eci_A_to_C,eci_A1-A3,eci_A4,eci_B4-B5,eci_C2-C4,eci_D,eci_A_to_C_substr,eci_A_to_C_superstr,eci_A_to_C_enc,eci_A_to_C_int_con,eci_A_to_C_int_fin,eci_A_to_C_unknown
Illinois,Zone 3B (Warm Dry),2024,New Construction,Type II-B,"Above grade, within footprint of main structure",64954,738,14879,Office,35877,Public Assembly,4402,872,0,47,75997,0.377,,,LEED v4.0 TBD - Aiming for Platinum,D,D,95,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,26,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,50075,6034.421462,4652.117725,3333.080931,408.959006,0.297134299,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Concrete,371.2236663,308.6707475,7.32504292,57.56366458,55.93576698,7.405656709,103.4928593,167.8404483,79.05805752,9.341847932,72.28308513,5.271409746
Illinois,Zone 3C (Warm Marine),2020,New Construction,Type II-B,No Parking,49908,1800,0,Laboratory - Wet,29015,Office,20893,979,0,44,57894,0.68,23,22,LEED 2009 Platinum,C,E,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,32,15,Shallow foundation,Construction,Voluntary: Design Milestone Tracking,Yes,0.12,No,No,No,No,No,No,Yes,Yes,No,49908,4636.602924,4636.602924,2695.580545,1941.022379,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Concrete,359.4116857,562.8724385,7.234075723,21.04658311,38.7731188,-90.29342206,138.6843162,408.4408602,66.78658956,0.968148105,87.76002166,0.112349018
Kansas,Zone 3C (Warm Marine),2019,New Construction,Type II-B,No Parking,6356,,,Office,3265,Warehouse and Storage,3091,33,,26,,,,,,D,D,85,Steel: Frame + concrete on metal deck,Steel: Cold-formed,Masonry: Shear walls,Not a podium building,,,40,19,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,6356,590.491468,590.491468,303.328295,287.163173,0,2 to 5,0,"10,000 or less",Tally LCA,SEI,Steel/Masonry,374.482781,255.1410541,4.921808833,63.19121057,17.71786897,-58.10031725,41.72516508,117.1783017,116.4214788,21.9625607,17.68788299,
Kansas,Zone 3C (Warm Marine),2019,New Construction,Type II-B,No Parking,6120,,,Office,6120,,,33,,25,,,,,,D,D,85,Steel: Frame + concrete on metal deck,Steel: Cold-formed,Masonry: Shear walls,Not a podium building,,,30,20,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,6120,568.56636,568.56636,568.56636,,0,1,0,"10,000 or less",Tally LCA,SEI,Steel/Masonry,375.0886465,219.9341776,1.925930221,0,7.352737919,-11.54671518,,189.4258511,29.52041,,,
Kentucky,Zone 3B (Warm Dry),2022,New Construction,Type II-B,No Parking,108104,,0,Warehouse and Storage,108104,,,,,42,,,,,,,D,110,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,52,60,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,,,,,,,,,,108104,10043.18591,10043.18591,10043.18591,,0,1,0,"100,001-200,000",One Click LCA,SEI,Steel/Concrete,382.08786,248.2230461,16.47480416,90.27781403,6.876926572,,95.35981196,75.9975845,102.1407177,4.925403795,64.05966946,60.24977884
Louisiana,Zone 5B (Cool Dry),2021,New Construction,Type II-B,No Parking,223865,81000,0,Stadium,220831,Office,3034,15969,0,50,112614,0.07,,,,D,B,150,Steel: Frame + concrete on metal deck,Steel: Columns,Masonry: Shear walls,Not a podium building,,,20,20,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,223865,20797.7301,20797.7301,20515.86239,281.867702,0,2 to 5,0,"200,001-400,000",Tally LCA,SEI,Steel/Masonry,384.3126573,393.1321365,6.09034428,155.9418161,28.55779853,-39.25079684,15.05744894,382.8218079,143.463963,5.614768892,1.347617712,0.048566289
Maine,Zone 5B (Cool Dry),2024,New Construction,Type II-B,"Above grade, within footprint of main structure",127060,0,25305,Office,68950,Warehouse and Storage,32805,1146,,35,231867,0.33,21,30,,C,B,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25,25,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,Yes,No,No,101755,11804.25518,9453.344765,6405.66185,3047.682915,0.248685568,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Steel,385.1093697,331.8814263,5.138308763,37.20742183,41.95273644,-8.35243944,39.21216076,208.3729025,112.5510441,18.69417016,14.93395298,0.008778058
Massachusetts,Zone 2A (Hot Humid),2025,New Construction,Type II-B,No Parking,112900,0,0,Education,112900,,,2492,0,57,0,0,0,0,LEED NC v4.0 Silver,D,D,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,0,0,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.125,No,No,No,No,No,Yes,Yes,Yes,Yes,112900,10488.7487,10488.7487,10488.7487,,0,2 to 5,0,"100,001-200,000",One Click LCA,SEI,Steel,466.8260869,399.1860888,23.63363706,44.69070176,17.85440561,,19.78047105,247.2585152,154.0628225,,2.793581497,4.032422857
Massachusetts,Zone 1A (Very Hot Humid),2024,New Construction,Type II-B,No Parking,26673,,,Education,26673,,,762,,18,,,,,,D,D,145,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,28,21,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,26673,2478.001719,2478.001719,2478.001719,,0,1,0,"10,001-50,000",Tally LCA,SEI,Concrete,429.495222,484.6384788,4.720414348,53.86536027,37.93477313,-33.54939674,25.13248877,387.5223165,115.8746929,11.12054045,6.790944763,0.411538184
Massachusetts,Zone 1A (Very Hot Humid),2024,New Construction,Type II-B,No Parking,41688,,,Education,41688,,,1018,,43,,,,,,D,D,145,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,32,20,Shallow foundation,Construction Documents,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,41688,3872.940264,3872.940264,3872.940264,,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Concrete,433.6691212,478.9811373,4.463942415,69.15222929,26.89222415,-84.33928949,30.9858347,370.4896116,127.8092398,11.90341248,9.485923658,0.444791382
Massachusetts,Zone 5A (Cool Humid),2023,New Construction,Type II-B,No Parking,63000,,,Education,63000,,,,,27,32000,,,,LEED v4.1,D,B,125,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,33,30,Shallow foundation,Construction Documents,Required: LEED Baseline,Yes,0.6218,No,No,Yes,Yes,Yes,No,Yes,Yes,No,63000,5852.889,5852.889,5852.889,,0,2 to 5,0,"50,001-100,000",One Click LCA,SEI,Steel/Concrete,415.104567,217.7490908,5.730458313,33.1340542,48.39554522,7.265601427,41.26386305,141.8789409,92.67766967,13.99468354,17.47145063,1.252855604
Massachusetts,Zone 1A (Very Hot Humid),2024,New Construction,Type II-B,No Parking,8103,12585,,Education,8103,,,504,,14,,,,,,D,D,145,Steel: Other,Steel: Columns,Masonry: Shear walls,Not a podium building,,,25,20,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,8103,752.793009,752.793009,752.793009,,0,1,0,"10,000 or less",Tally LCA,SEI,Steel/Masonry,434.3645901,721.6905268,7.296197641,88.68794005,58.64666794,-36.91340687,42.92031258,464.9872358,278.1966311,17.77647262,19.06993927,0.157595182
Massachusetts,Zone 1A (Very Hot Humid),2024,New Construction,Type II-B,No Parking,28037,,,Education,28037,,,1569,,16,,,,,,D,D,145,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,28,27,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,28037,2604.721411,2604.721411,2604.721411,,0,1,0,"10,001-50,000",Tally LCA,SEI,Concrete,432.2461651,470.7956959,4.643310282,67.89045447,38.30317914,-31.70610543,49.8564378,347.5300082,86.83461309,22.0363547,22.58689803,0.113133947
Massachusetts,Zone 5A (Cool Humid),2023,New Construction,Type II-B,No Parking,63000,,,Education,63000,,,,,27,32000,,,,LEED v4.1,D,B,125,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,33,30,Shallow foundation,Construction Documents,Required: LEED Baseline,Yes,0.6218,No,No,Yes,Yes,Yes,No,Yes,Yes,No,63000,5852.889,5852.889,5852.889,,0,2 to 5,0,"50,001-100,000",One Click LCA,SEI,Steel/Concrete,414.0022411,509.8782742,5.398914408,34.85885749,80.37361295,1.187533939,51.4414,160.6859962,389.1935879,13.99468354,23.52369558,1.252855604
Massachusetts,Zone 5A (Cool Humid),2019,New Construction,Type II-B,Below Grade,273391,,39403,Education,218757,Other,15231,,,79.75,,,,,"LEED v4 for Schools, Platinum",D,B,105,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25,25,Shallow foundation,Completed,Required: LEED Baseline,No,,,,,,,,,,,233988,25398.84407,21738.18716,20323.18157,1415.005593,0.168397525,2 to 5,1,"200,001-400,000",Tally LCA,SE,Steel,475.0816565,438.139777,6.283515107,18.21366088,16.79783288,-57.274422,85.04087403,277.4251068,94.32451913,2.322867655,56.77432247,15.04993017
Massachusetts,Zone 5A (Cool Humid),2023,New Construction,Type II-B,No Parking,147075,,0,Warehouse and Storage,147075,,,,,41,,,,30,,,B,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,52,46.25,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,,,,,,,,,,147075,13663.70873,13663.70873,13663.70873,,0,1,0,"100,001-200,000",One Click LCA,SEI,Steel/Concrete,458.7976309,316.7958332,12.74144403,102.0451473,17.79692795,,87.12522376,106.4475092,171.5139518,,58.99275099,67.83838844
Massachusetts,Zone 5A (Cool Humid),2019,New Construction,Type II-B,Below Grade,273391,,39403,Education,218757,Other,15231,,,79.75,,,,,"LEED v4 for Schools, Platinum",D,B,105,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25,25,Shallow foundation,Completed,Required: LEED Proposed,No,,,,,,,,,,,233988,25398.84407,21738.18716,20323.18157,1415.005593,0.168397525,2 to 5,1,"200,001-400,000",Tally LCA,SE,Steel,476.5284603,456.1901886,6.271669696,20.17611818,16.96485636,-58.05796608,91.55630768,291.4021707,94.00272079,2.351515245,60.73706068,15.0168274
Massachusetts,Zone 5B (Cool Dry),2024,New Construction,Type II-B,No Parking,622316,,,Warehouse and Storage,597190,Office,25126,1726,0,42.58,1388312,,,,LEED v4.0 Certified,D,B,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,56,50,Shallow foundation,Construction Documents,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,622316,57815.02335,57815.02335,55480.74257,2334.280778,0,1,0,"Over 400,000",One Click LCA,SE,Steel/Concrete,393.9951254,223.6669309,13.44262313,14.64197091,21.43561496,,97.51792603,77.32944417,98.33976967,,66.81293814,
Massachusetts,Zone 5A (Cool Humid),2022,New Construction,Type II-B,No Parking,22780,0,0,Office,18224,Residential: Mulitfamily (2-4 units),1432,432,3,47.5,46537,0.28,,,LBC Petal certification v3.1 (except water patel),D,B,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,20,8,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,Yes,Yes,Yes,Yes,22780,2116.33034,2116.33034,1693.064272,133.037096,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Steel,415.3873669,540.6037203,6.995581171,69.75410534,45.20244514,-15.96553838,100.2800563,242.3605958,208.1526591,22.61983361,67.77118392,
Massachusetts,Zone 5B (Cool Dry),2024,New Construction,Type II-B,No Parking,19306,,,Transportation Hub/Infrastructure,19306,,,,,26.5,,,,,LEED BD+C:NC Silver v4.0 with v4.1 credit substitutions,D,B,130,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,41,6,Deep foundation < 50' (15m),Design Development,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,19306,1793.585318,1793.585318,1793.585318,,0,1,0,"10,001-50,000",One Click LCA,SE,Steel,387.180941,505.8352847,4.617025974,23.83263822,33.90407916,,101.4775312,175.8755142,290.8359827,,68.16324254,
Massachusetts,Zone 5B (Cool Dry),2024,New Construction,Type II-B,No Parking,203462,,,Warehouse and Storage,180553,Office,22909,864,0,35,480004,,,,LEED v4.0 Certified,D,B,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,56,50,Shallow foundation,Construction Documents,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,203462,18902.23019,18902.23019,16773.91536,2128.314827,0,1,0,"200,001-400,000",One Click LCA,SE,Steel/Concrete,392.5241361,208.424715,13.99140035,9.887160836,12.40046808,,105.0017585,54.5581389,85.14384685,,72.86852115,
Massachusetts,Zone 5B (Cool Dry),2024,New Construction,Type II-B,No Parking,19306,,,Transportation Hub/Infrastructure,19306,,,,,26.5,,,,,LEED BD+C:NC Silver v4.0 with v4.1 credit substitutions,D,B,130,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,41,6,Deep foundation < 50' (15m),Design Development,Required: LEED Baseline,No,,No,No,No,No,No,No,No,No,No,19306,1793.585318,1793.585318,1793.585318,,0,1,0,"10,001-50,000",One Click LCA,SE,Steel,387.9876001,505.8352847,21.56303891,23.83263822,35.04205123,,118.9847218,176.4523086,290.8359827,,81.24397553,
Massachusetts,Zone 5A (Cool Humid),2025,New Construction,Type II-B,No Parking,146317,0,0,Laboratory - Wet,146317,,,1386,0,98.83333333,202421.063,0.285,24.9,30,LEED CS v4.0 Gold,D,B,128,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,33,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.116,No,No,No,No,No,No,Yes,Yes,No,146317,13593.28825,13593.28825,13593.28825,,0,2 to 5,0,"100,001-200,000",One Click LCA,SE,Steel,481.4018566,414.997241,19.82349267,14.82858425,17.69067245,,156.0026861,222.916063,87.94990571,0.47133555,97.60964064,
Massachusetts,Zone 2A (Hot Humid),2019,New Construction,Type II-B,No Parking,56372,,0,Public Assembly,22992,Office,11097,872,,64,114959,0.317,20,33,LEED v.3 Gold,E,B,151,Steel: Other,Steel: Columns,Concrete: Shear walls,Not a podium building,,,30,24,Deep foundation > 50' (15m),Completed,Voluntary: Performance Declaration,Yes,0.11,No,No,No,No,No,No,Yes,No,Yes,56372,5237.127916,5237.127916,2136.025776,1030.944591,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel/Concrete,467.3017686,480.6209569,10.48590167,30.21087247,44.96130466,-104.5761278,156.7116023,221.7871463,153.9704038,8.455014795,98.69808292,1.925251402
Massachusetts,Zone 5A (Cool Humid),2025,New Construction,Type II-B,No Parking,146317,0,0,Laboratory - Wet,146317,,,1386,0,98.83333333,202421.063,0.285,24.9,30,LEED CS v4.0 Gold,D,B,128,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,33,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.116,No,No,No,No,No,No,Yes,Yes,No,146317,13593.28825,13593.28825,13593.28825,,0,2 to 5,0,"100,001-200,000",One Click LCA,SE,Steel,487.5476884,516.5627654,33.5688563,15.98858981,24.64201846,,165.0848646,332.1753638,93.16922415,0.332777465,108.2885416,
Massachusetts,Zone 5B (Cool Dry),2024,New Construction,Type II-B,No Parking,55987,,,Education,55987,,,,,44.33,,,,,LEED BD+C: Schools Silver v4.0 with v4.1 credit substitutions,C,B,115,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,43,5,Deep foundation < 50' (15m),Construction,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,55987,5201.360261,5201.360261,5201.360261,,0,2 to 5,0,"50,001-100,000",One Click LCA,SE,Steel,386.9093928,360.4961771,27.97407653,10.38274745,8.295739544,,169.166125,102.9286366,126.0486463,,111.6589399,
Massachusetts,Zone 5A (Cool Humid),2025,New Construction,Type II-B,No Parking,135398,0,0,Laboratory - Wet,135398,,,1513.558905,0,98.83333333,116663.47,0.210643308,24.9,30,LEED CS v4.0 Gold,D,B,128,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,33,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.116,No,No,No,No,No,No,Yes,Yes,No,135398,12578.88039,12578.88039,12578.88039,,0,2 to 5,0,"100,001-200,000",One Click LCA,SE,Steel,489.532487,456.9223683,22.11857028,15.2095945,19.90933709,,176.8169448,240.4303066,96.48882587,0.423792884,117.8177896,
Massachusetts,Zone 5A (Cool Humid),2023,New Construction,Type II-B,"Above grade, within footprint of main structure",200000,,10000,Residential: Mulitfamily (5 or more units),190000,,,217,154,80,73700,0.243,20,38,LEEDv4.0 Gold,C,B,138,Concrete: Precast,Steel: Columns,Steel: Moment frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,27,27,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.1259,No,No,Yes,No,No,No,Yes,No,No,190000,18580.6,17651.57,17651.57,,0.052631579,6 to 10,0,"100,001-200,000",Other,SE,Steel/Concrete,494.2971338,,,,,,,,,,,
Michigan,Zone 5A (Cool Humid),2022,New Construction,Type II-B,No Parking,9000,,,Education,9000,,,60,,28.4,,0.05,19,32,na,D,D,250,Steel: Frame + concrete on metal deck,Steel: Cold-formed,Concrete: Moment frames,Not a podium building,,,,,Shallow foundation,Construction Documents,Voluntary: Design Milestone Tracking,Yes,,Yes,No,No,No,No,No,No,No,No,9000,836.127,836.127,836.127,,0,2 to 5,0,"10,000 or less",Tally LCA,SEI,Steel/Concrete,511.6177352,709.8187315,10.02646793,63.23011325,70.36278261,-58.49598627,68.40448182,311.1982009,388.6511047,34.40377703,46.15205319,3.266297602
Michigan,Zone 4A (Mixed Humid),2022,New Construction,Type II-B,No Parking,358586,,0,Warehouse and Storage,358586,,,,,47,,,,20,,C,B,114,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,55,44.5,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,,,,,,,,,,358586,33313.71516,33313.71516,33313.71516,,0,1,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,514.1598701,275.8542989,6.929563362,73.88116361,14.55864038,,94.06701189,103.4630651,112.4580244,,63.43362927,51.94766695
Minnesota,Zone 4A (Mixed Humid),2020,New Construction,Type II-B,No Parking,913501,,0,Warehouse and Storage,913501,,,,,48,,,24,,LEED Silver,,D,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,54,50,Shallow foundation,Completed,Required: LEED Proposed,No,,,,,,,,,,,913501,84866.9834,84866.9834,84866.9834,,0,1,0,"Over 400,000",One Click LCA,SEI,Steel/Concrete,525.0308899,230.4457832,22.74227836,115.5112882,15.61330752,,98.76134833,117.9502709,61.62654451,1.017120399,67.14859891,96.15971374
Nebraska,Zone 4A (Mixed Humid),2022,New Construction,Type II-B,No Parking,1077776,,,Warehouse and Storage,1065278,Office,12498,2259,,45,2528784,0.168208263,22.3,23,,D,B,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,54,50,Shallow foundation,Construction Documents,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,1077776,100128.6237,100128.6237,98967.52203,1161.101694,0,1,0,"Over 400,000",One Click LCA,SEI,Steel/Concrete,525.6610606,199.7342865,20.29139176,24.44126214,13.62591728,,88.22487308,67.14575912,100.2763776,2.255749012,59.86302277,
Nebraska,Zone 5A (Cool Humid),2022,New Construction,Type II-B,No Parking,262058,,0,Warehouse and Storage,262058,,,,,75,,,32,25,LEED BD+C Silver,,C,,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,46,48,Shallow foundation,Construction,Required: LEED Proposed,No,,,,,,,,,,,262058,24345.97437,24345.97437,24345.97437,,0,2 to 5,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,526.1609623,758.9161759,43.22573596,503.6109778,47.46492387,,281.9827251,224.2127602,196.0733352,18.40253432,,45.34526103
New Jersey,Zone 4A (Mixed Humid),2024,New Construction,Type II-B,No Parking,65853,50112,0,Other,82582,Other,32128,645,0,65,151583,0.13,28,30,"Application in process, targetting LEED GOLD",D,B,98,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,62,60,Deep foundation > 50' (15m),Completed,Voluntary: Internal Benchmarking,Yes,,No,No,No,No,No,No,No,No,No,65853,6117.941259,6117.941259,7672.115546,2984.787584,0,1,0,"50,001-100,000",Tally LCA,SEI,Steel,541.8666412,942.3633737,8.030104098,45.01419399,89.8089142,-108.9929838,4.39526201,636.6308337,410.0022578,18.46508826,0.28990215,
New Jersey,Zone 3A (Warm Humid),2024,New Construction,Type II-B,No Parking,288006,,,Warehouse and Storage,277296,Office,10710,,,55,,,,,,D,C,141,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,58,50,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.15,No,No,No,No,No,No,No,No,No,288006,26756.62142,26756.62142,25761.63029,994.99113,0,2 to 5,0,"200,001-400,000",One Click LCA,SE,Steel,549.3442371,230.8417802,5.497321493,7.955729039,4.255066431,,94.92606523,87.17287895,64.54263581,,63.43509631,1.384114587
New Jersey,Zone 3A (Warm Humid),2024,New Construction,Type II-B,No Parking,51332,0,0,Health Care (Outpatient),51332,,,543,0,22,123719,0.28,12,25,,D,C,115,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,30,Shallow foundation,Construction,Required: ILFI Proposed,No,,No,No,No,No,No,No,No,No,No,51332,4768.896796,4768.896796,4768.896796,,0,1,0,"50,001-100,000",Tally LCA,SEI,Steel,550.3001363,386.0621935,5.243674781,94.79076865,38.93425298,-36.03305365,102.0593805,128.8377014,160.3762591,67.27804292,68.26406524,
New Jersey,Zone 3A (Warm Humid),2024,New Construction,Type II-B,No Parking,288006,,,Warehouse and Storage,277296,Office,10710,,,55,,,,,,D,C,141,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,58,50,Shallow foundation,Construction,Required: LEED Baseline,No,,No,No,No,No,No,No,Yes,No,No,288006,26756.62142,26756.62142,25761.63029,994.99113,0,2 to 5,0,"200,001-400,000",One Click LCA,SE,Steel,549.8424101,253.7193588,23.63234394,7.955729039,7.367237833,,109.4908312,87.71675778,94.67025952,,75.26209203,0.796821081
New York,Zone 4A (Mixed Humid),2024,New Construction,Type II-B,No Parking,115304,,,Education,44471,Education,26232,,0,84,,,,,LEED V4.0 Gold - Pending ,C,A,130,Wood: Engineered panels,Wood: Mass timber,Wood: Other,Not a podium building,,,26,21,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.55,No,No,Yes,Yes,No,Yes,No,Yes,No,115304,10712.08751,10712.08751,4131.489313,2437.031496,0,6 to 10,1,"100,001-200,000",Tally LCA,SEI,Wood,603.5294198,284.8342314,6.198071137,53.52121455,89.11560416,-53.51984644,61.08359128,254.9701025,97.01969717,1.309157328,41.05628157,0.00017129
New York,Zone 2A (Hot Humid),2023,New Construction,Type II-B,No Parking,172491,0,0,Education,169475,Other,3016,5424,0,60,236410,0.3,13,25,LEED v4.0 Silver,C,A,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,26,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,Yes,,No,Yes,No,No,No,No,No,Yes,Yes,172491,16024.93137,16024.93137,15744.73593,280.195448,0,2 to 5,1,"100,001-200,000",Tally LCA,SEI,Steel,615.7243967,435.1974619,6.148450224,58.4160667,47.71832197,-52.94479699,62.58790959,266.6587374,126.3513001,44.85877198,43.25377131,
New York,Zone 4A (Mixed Humid),2024,New Construction,Type II-B,No Parking,39240,,0,Office,39240,,,678,0,44,30115.89,0.17,20.5,30,LEED v4.0,C,A,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,35,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.207,No,No,No,No,No,No,Yes,Yes,No,39240,3645.51372,3645.51372,3645.51372,,0,2 to 5,0,"10,001-50,000",One Click LCA,SE,Steel,605.1917644,782.2828575,35.90367505,29.60955253,36.71240137,,80.14952142,554.089828,214.1876838,2.069028806,55.20528341,34.01242445
New York,Zone 3A (Warm Humid),2025,New Construction,Type II-B,No Parking,31825,,,Office,31825,,,406,0,16,,,14,30,LEED V4.0 Certified (goal is Silver),C,A,150,Concrete: Other,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,33,Deep foundation < 50' (15m),Schematic,Required: LEED Proposed,Yes,0.11,No,No,No,No,No,No,Yes,No,No,31825,2956.637975,2956.637975,2956.637975,,0,1,0,"10,001-50,000",One Click LCA,SE,Steel/Concrete,629.9262161,431.2115791,37.08131362,13.74891358,5.505882065,,84.84450654,192.3455373,67.2780779,,56.30724339,143.0795666
New York,Zone 3A (Warm Humid),2020,New Construction,Type II-B,No Parking,401280,,0,Warehouse and Storage,401280,,,,,46,,,21,,LEED Silver,C,A,115,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,56,49,Shallow foundation,Completed,Required: LEED Proposed,No,,,,,,,,,,,401280,37280.11584,37280.11584,37280.11584,,0,1,0,"Over 400,000",One Click LCA,SEI,Steel/Concrete,622.3740149,261.3182156,20.18806951,175.6967542,19.32542091,,85.50664096,280.1208222,79.91723102,5.001082636,58.28119821,13.90435781
